slope_t0,slope_t,ofrac_t,rms_t,tstuck_val,tstuck_frac,slope_p0,slope_p,ofrac_p,rms_p,pstuck_val,pstuck_frac
1.0,0.9958397480840054,0.0948905109489051,0.8389285333461797,-165.37915953540954,0.20754716981132076,0.64,0.5199565013732008,0.029197080291970802,1.532565254686258,99.16996282086876,0.08860759493670886
1.0,0.9964339387967254,0.0,0.8520077061249592,-173.68292400178143,0.06756756756756757,0.47700000000000004,0.5874200266024898,0.012048192771084338,2.1081533814310514,156.36897695146178,0.07894736842105263
1.0,0.9940803734184508,0.0189873417721519,1.0314923374659333,-41.65364779370965,0.09230769230769231,0.56,0.5070897734954797,0.02531645569620253,0.9390003306348913,120.58720698705535,0.10989010989010989
0.5146666670000001,0.4910955010918521,0.2708333333333333,3.669174087332408,-27.850993946943504,0.38461538461538464,1.0,0.9621605913359168,0.006944444444444444,1.1527230934849007,136.14036527675148,0.08771929824561403
1.0,0.9980652864471175,0.0,0.8678948646559205,-138.555300574409,0.078125,0.6,0.5916549387275841,0.04666666666666667,1.9929610019544444,175.2240452144274,0.16470588235294117
1.0,0.9881925415295321,0.6408450704225352,5.818015150184401,149.2703883502167,0.626984126984127,0.68,0.59164981502549,0.09154929577464789,3.4877322467301894,139.46301864636064,0.12987012987012986
1.0,0.9927741573052012,0.0,0.7880381641843655,-42.03114332071484,0.11475409836065574,0.305,0.37661317992745463,0.02531645569620253,1.6960126114894487,116.97040875065119,0.08620689655172414
1.0,0.994890915628001,0.0,0.9557095382584101,151.6715725655864,0.08955223880597014,0.79,0.6531610695094302,0.006060606060606061,1.4192378934306267,137.7415770247382,0.0782608695652174
1.0,0.9991255017713265,0.0,0.9202505045019831,-71.05208302148407,0.109375,0.49,0.5012813461977924,0.0,1.6443011295944494,122.39606838457388,0.09803921568627451
1.0,0.9919416462403129,0.0896551724137931,0.9635004975646374,-159.58004382464733,0.18309859154929578,0.53,0.5763214263335527,0.0,1.4875767696188247,89.638111280704,0.07608695652173914
1.0,0.9946111474262869,0.050359712230215826,3.639952353625808,66.50634194026802,0.136986301369863,0.2,0.20682658506284124,0.5755395683453237,10.0,151.8802994327629,0.3700787401574803
1.0,0.9958291901511823,0.009615384615384616,2.818913399269746,101.15086987181985,0.10869565217391304,0.2,0.4964539059133291,0.41346153846153844,10.0,140.93097744733814,0.3804347826086957
0.596666667,0.6535408512544445,0.46808510638297873,10.0,-147.55845531758806,0.46153846153846156,1.0,1.011509287785324,0.028368794326241134,0.8164533827790943,179.72959940346107,0.11864406779661017
1.0,1.0006129029926436,0.006666666666666667,2.3595942716279206,47.25062911717636,0.13432835820895522,0.235,0.4405062260125898,0.04,7.910028788164544,141.74407090774832,0.1694915254237288
1.0,0.9952502555669271,0.0,0.7613027946328128,-77.18379378311546,0.13793103448275862,0.56,0.5125925944571409,0.013888888888888888,1.2806470445917306,129.5110194596788,0.15
1.0,1.0000005455196392,0.0,0.2,152.0351845009912,0.11940298507462686,0.2,0.19976241005121884,0.9659863945578231,0.2,134.22933445796315,1.0
1.0,0.9952927017264407,0.0,0.9528594606027951,88.4644731948562,0.1232876712328767,0.57,0.5780346091220471,0.00641025641025641,2.347971222174674,121.37537268384506,0.08737864077669903
1.0,0.99814721745334,0.0,7.338289165463093,-155.6267162279396,0.14814814814814814,0.2,,,,,
1.0,1.0083452588791997,0.5076923076923077,7.624987599806786,-157.8852939673751,0.3953488372093023,0.2,0.4473340954611321,0.4076923076923077,6.201846338691238,182.735077330811,0.43333333333333335
1.0,0.9914661114824241,0.017241379310344827,5.894065625433243,7.692133770975914,0.11688311688311688,0.2,,,,,
1.0,1.0083357732555245,0.11363636363636363,5.266342919603909,-134.36478073253818,0.12195121951219512,0.2,0.20993441213995065,0.4090909090909091,10.0,135.1659752568807,0.23684210526315788
1.0,0.9939094893769671,0.036585365853658534,1.6003779092239823,-11.276868289650153,0.16129032258064516,0.2,0.4980484103870281,0.5487804878048781,10.0,145.37769706184736,0.5492957746478874
1.0,1.004824748235897,0.005988023952095809,1.4261338228374063,19.184524732950962,0.1686746987951807,0.73,0.5842087677494411,0.0,2.5750395776098745,176.5045807548474,0.07627118644067797
1.0,1.004535899316455,0.037037037037037035,2.3674177985487317,-74.1626572834023,0.14814814814814814,0.25,0.6722068854779569,0.5308641975308642,10.0,143.61208781446186,0.46835443037974683
1.0,0.9964037943138222,0.0,0.9627810949479648,-133.25953618934275,0.08823529411764706,0.49,0.6705152037768393,0.0,6.144662137489661,155.90645561605126,0.14545454545454545
1.0,0.9934118820552351,0.14728682170542637,0.8363351733638278,-153.13334444958224,0.24615384615384617,0.52,0.5929456217660315,0.031007751937984496,1.8939727969825637,117.56820581608652,0.15492957746478872
1.0,0.9946167681679303,0.0,0.761295078765391,-82.8932680967772,0.07462686567164178,0.71,0.5759347445200791,0.01282051282051282,1.9363145895885252,127.03070088247881,0.0891089108910891
1.0,0.9999563866434099,0.005813953488372093,0.2,43.27667687049329,0.06944444444444445,0.2,-7.92438416153921e-05,0.6337209302325582,0.3765826602207636,131.5848818822696,0.6242424242424243
1.0,0.994374393804976,0.0,0.7538919878135877,-35.67682999301259,0.1,0.469,0.6172728241422311,0.0064516129032258064,1.7238976565491282,82.11486311829734,0.08849557522123894
1.0,0.9958528643294239,0.07751937984496124,0.9522093727489567,180.91027561703478,0.14814814814814814,0.293,0.5470686304514671,0.031007751937984496,10.0,148.40631126141415,0.19642857142857142
1.0,0.9989037278399173,0.009708737864077669,1.4183436113050059,108.60245489399594,0.0963855421686747,0.77,0.7521188074125253,0.009708737864077669,5.120443305374533,145.3733351040583,0.0661764705882353
1.0,0.9940884077579817,0.006711409395973154,0.9837489932896681,-79.11779939419773,0.1044776119402985,0.425,0.6114010717590304,0.06040268456375839,2.468321279103423,156.4680325445546,0.10185185185185185
