petal_id,device_loc,pos_id,pos_calib_index,time_recorded,bus_id,length_r1,length_r2,offset_x,offset_y,offset_t,offset_p,physical_range_t,physical_range_p,gear_calib_t,gear_calib_p,total_limit_seeks_t,total_limit_seeks_p,last_primary_hardstop_dir_t,last_primary_hardstop_dir_p,keepout_expansion_phi_radial,keepout_expansion_phi_angular,keepout_expansion_theta_radial,keepout_expansion_theta_angular,classified_as_retracted,site,fiber_intact,device_classified_nonfunctional,calib_note,zeno_motor_p,zeno_motor_t,sz_cw_p,sz_ccw_p,sz_cw_t,sz_ccw_t,location,offset_x_cs5,offset_y_cs5
0,369,M07775,38,2024-06-25 21:56:30.791340+00:00,can42,3.01641695138756,3.1784451191192,283.626794622805,158.736605446209,19.3746199521223,-1.18567592129383,391.027787533004,191.659095851533,1.0,1.0,151.0,154.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3369,283.3794898818434,158.5981971017393
0,462,M07004,43,2024-06-25 21:56:30.791340+00:00,can48,2.99561093668874,3.05052325768981,404.717653217403,41.3449552190135,-150.716993087999,-0.805391522423012,393.140141081109,187.515830665909,1.0,1.0,96.0,98.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3462,404.143408096629,41.28629175668515
0,509,M06455,42,2024-06-25 21:56:30.791340+00:00,can46,3.06032019593329,3.07065745508696,357.418395779994,158.760502937475,-73.8641357705304,-3.63034008971877,392.221382376371,188.36076450845,1.0,1.0,165.0,167.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3509,356.95568194049457,158.5549715973358
0,265,M01554,42,2024-06-25 21:56:30.791340+00:00,can40,3.11426931550876,3.0476328548742,278.204956989336,77.4106603911571,139.412927022386,3.63181094940031,394.852245712672,188.625300440696,1.0,1.0,97.0,99.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3265,278.01446297025177,77.35765534057334
0,175,M01531,43,2024-06-25 21:56:30.791340+00:00,can35,3.01418899396298,3.06624342518429,194.828222954841,113.694975031347,-1.08020329824856,1.21712084815392,395.327106723481,187.637906357392,1.0,1.0,104.0,107.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3175,194.74835638864073,113.64836768097311
0,135,M02277,42,2024-06-25 21:56:30.791340+00:00,can35,3.00547374258672,3.10133240917467,168.75975110939,104.737089595284,19.5651961764334,7.09732102207387,390.374987072218,195.007307719409,1.0,1.0,112.0,116.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3135,168.707057699905,104.7043865703386
0,12,M02167,39,2024-06-25 21:56:30.791340+00:00,can30,2.94480563041243,2.96076361692393,80.3147941361009,5.21205161894126,-173.621615197579,-5.00369034324092,392.225549370104,191.248552072767,1.0,1.0,105.0,108.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3012,80.31109836816903,5.211811781020493
0,54,M01904,42,2024-06-25 21:56:30.791340+00:00,can33,2.99947107390654,3.0439202936774,153.185329937844,5.16566190203747,-34.8641183152201,-5.41027062442814,393.987046009841,188.403272355955,1.0,1.0,98.0,100.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3054,153.15812121499806,5.1647443790405525
0,62,M01570,41,2024-06-25 21:56:30.791340+00:00,can33,2.99044024988891,3.03163410280178,163.612722831365,5.16036708339517,172.257074317096,-7.8491382680374,393.803244714087,188.209855637789,1.0,1.0,405.0,414.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3062,163.5791731384584,5.1593089216095995
0,19,M01629,44,2024-06-25 21:56:30.791340+00:00,can30,3.0399390153353,3.00421097612587,75.1096477408155,32.3368754456856,-15.1870787283248,-5.42363451995819,392.734205106684,188.190282370572,1.0,1.0,445.0,448.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3019,75.10608030120693,32.33533955976745
0,85,M01429,40,2024-06-25 21:56:30.791340+00:00,can34,3.01892752587761,3.03409930790138,158.335546864694,50.4229139836599,5.95943352920624,0.835160732726759,393.470728308347,188.20808653857,1.0,1.0,96.0,98.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3085,158.30199713004268,50.41222986743966
0,202,M01431,43,2024-06-25 21:56:30.791340+00:00,can37,3.02968033047423,3.03446660795619,226.038650425781,95.604573794826,-36.3576983462762,1.86536460322817,394.529047066756,190.605023698023,1.0,1.0,418.0,420.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3202,225.92800006406102,95.55777347703719
0,508,M06404,42,2024-06-25 21:56:30.791340+00:00,can45,3.02151451081481,3.12609379151838,362.650445493742,149.739027416798,105.376237383043,-4.65605385845095,393.994983830079,188.942861333164,1.0,1.0,98.0,98.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3508,362.1775133779038,149.5437528874551
0,357,M07062,41,2024-06-25 21:56:30.791340+00:00,can43,3.01769312523224,3.06755037695729,346.338909321459,50.2798206018878,107.068235884069,1.7977714860763,393.466874487528,189.426243382775,1.0,1.0,163.0,165.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3357,345.9868530931531,50.22871076835601
0,241,M06078,42,2024-06-25 21:56:30.791340+00:00,can43,3.02926537759029,3.05127976432208,304.362874777674,14.2126181969324,-104.314922323686,0.174760816729858,393.913560790639,190.689910345661,1.0,1.0,116.0,116.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3241,304.1303405889057,14.20175971215461
0,471,M06620,42,2024-06-25 21:56:30.791340+00:00,can45,2.96971359925952,3.01741124219448,357.287574437227,122.507517347414,134.497426919845,-0.959112854278343,391.065811901062,187.31149260664,1.0,1.0,176.0,178.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3471,356.8597248814374,122.36081538902503
0,226,M07816,41,2024-06-25 21:56:30.791340+00:00,can39,3.00263734862136,3.16082986380798,283.475990478421,32.2522454270387,109.734934430341,6.02028048071004,390.727498337697,194.887780822066,1.0,1.0,144.0,146.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3226,283.28662458686085,32.23070047996999
0,524,M06668,46,2024-06-25 21:56:30.791340+00:00,can46,3.02437161459119,3.07983077271335,357.610684574938,176.852140736629,176.256409130737,-5.87353296028818,391.226996867889,191.90799217281,1.0,1.0,144.0,151.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3524,357.1260508237089,176.61247083839885
0,293,M06335,42,2024-06-25 21:56:30.791340+00:00,can43,2.99799229356926,3.06357857039031,341.056173967436,5.17189134275432,144.993869731806,0.200019096366624,392.936463859441,190.619362055636,1.0,1.0,191.0,193.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3293,340.7276151964188,5.166908966262955
0,289,M06106,42,2024-06-25 21:56:30.791340+00:00,can41,3.0385097015389,3.03999321080898,257.405018979158,131.70661466603,-108.754097234592,2.24855558107425,391.98354252,187.839895152141,1.0,1.0,188.0,190.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,lbl,True,False,,,,,,,,3289,257.2283059960792,131.61619580449752
