busid,canid,motor_steps_P,motor_steps_T,move_time,nrows,posid,postpause,required,speed_mode_P,speed_mode_T,total_time,failed_to_send
can10,5826,"[-1928, 10121, -10121]","[7027, -10121, 10121]","[0.7807777777777778, 1.1245555555555555, 1.1245555555555555]",3,M05826,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",3.029888888888889,False
can10,5817,"[620, 10121, -10121]","[1274, -10121, 10121]","[0.14155555555555557, 1.1245555555555555, 1.1245555555555555]",3,M05817,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.3906666666666667,False
can10,5851,"[1130, 10121, -10121]","[-225, -10121, 10121]","[0.12555555555555556, 1.1245555555555555, 1.1245555555555555]",3,M05851,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.3746666666666667,False
can10,5828,"[0, 0, -22, 10121, -10121]","[0, 0, 445, -10121, 10121]","[0, 0.0, 0.049444444444444444, 1.1245555555555555, 1.1245555555555555]",5,M05828,"[2305, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.6032222222222225,False
can10,5900,"[-1958, 10121, -10121]","[-239, -10121, 10121]","[0.21755555555555556, 1.1245555555555555, 1.1245555555555555]",3,M05900,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.466666666666667,False
can10,5843,"[0, 0, -1000, 10121, -10121]","[0, 0, 309, -10121, 10121]","[0, 0.0, 0.1111111111111111, 1.1245555555555555, 1.1245555555555555]",5,M05843,"[2360, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.720555555555555,False
can10,5897,"[830, 10121, -10121]","[-479, -10121, 10121]","[0.09222222222222222, 1.1245555555555555, 1.1245555555555555]",3,M05897,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.341333333333333,False
can10,5899,"[0, 0, 1306, 10121, -10121]","[0, 0, 1890, -10121, 10121]","[0, 0.0, 0.21, 1.1245555555555555, 1.1245555555555555]",5,M05899,"[2668, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.126888888888889,False
can10,5818,"[-427, 10121, -10121]","[426, -10121, 10121]","[0.04744444444444445, 1.1245555555555555, 1.1245555555555555]",3,M05818,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.2965555555555555,False
can10,5917,"[2159, 10121, -10121]","[-1595, -10121, 10121]","[0.2398888888888889, 1.1245555555555555, 1.1245555555555555]",3,M05917,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.489,False
can10,5823,"[-5110, 10121, -10121]","[813, -10121, 10121]","[0.5677777777777778, 1.1245555555555555, 1.1245555555555555]",3,M05823,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.816888888888889,False
can10,5895,"[-579, 10121, -10121]","[-774, -10121, 10121]","[0.08600000000000001, 1.1245555555555555, 1.1245555555555555]",3,M05895,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.335111111111111,False
