busid,canid,motor_steps_P,motor_steps_T,move_time,nrows,posid,postpause,required,speed_mode_P,speed_mode_T,total_time,failed_to_send
can10,5405,"[0, 0, -1546, 10121, -10121]","[0, 0, -1502, -10121, 10121]","[0, 0.0, 0.1717777777777778, 1.1245555555555555, 1.1245555555555555]",5,M05405,"[2421, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.842333333333333,False
can10,5550,"[2524, 10121, -10121]","[-1583, -10121, 10121]","[0.28044444444444444, 1.1245555555555555, 1.1245555555555555]",3,M05550,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.5295555555555556,False
can10,5180,"[3050, 10121, -10121]","[-3096, -10121, 10121]","[0.34400000000000003, 1.1245555555555555, 1.1245555555555555]",3,M05180,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.593111111111111,False
can10,4566,"[6122, 10121, -10121]","[-3944, -10121, 10121]","[0.6802222222222223, 1.1245555555555555, 1.1245555555555555]",3,M04566,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.929333333333333,False
can10,5177,"[0, 0, -865, 10121, -10121]","[0, 0, -652, -10121, 10121]","[0, 0.0, 0.0961111111111111, 1.1245555555555555, 1.1245555555555555]",5,M05177,"[2653, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.997999999999999,False
can10,5551,"[-1330, 10121, -10121]","[2665, -10121, 10121]","[0.2961111111111111, 1.1245555555555555, 1.1245555555555555]",3,M05551,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.545222222222222,False
can10,5094,"[0, 0, -1115, 10121, -10121]","[0, 0, -1689, -10121, 10121]","[0, 0.0, 0.18766666666666668, 1.1245555555555555, 1.1245555555555555]",5,M05094,"[2562, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.998444444444444,False
can10,5404,"[1950, 10121, -10121]","[-4187, -10121, 10121]","[0.46522222222222226, 1.1245555555555555, 1.1245555555555555]",3,M05404,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.7143333333333333,False
can10,5423,"[0, 0, 2160, 10121, -10121]","[0, 0, 457, -10121, 10121]","[0, 0.0, 0.24, 1.1245555555555555, 1.1245555555555555]",5,M05423,"[2514, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.003555555555556,False
can10,5156,"[0, 0, -622, 10121, -10121]","[0, 0, 1367, -10121, 10121]","[0, 0.0, 0.1518888888888889, 1.1245555555555555, 1.1245555555555555]",5,M05156,"[2602, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.003444444444444,False
can10,4615,"[2008, 10121, -10121]","[-2836, -10121, 10121]","[0.3151111111111111, 1.1245555555555555, 1.1245555555555555]",3,M04615,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.564222222222222,False
can10,4623,"[0, 0, 7, 10121, -10121]","[0, 0, -1203, -10121, 10121]","[0, 0.0, 0.13366666666666668, 1.1245555555555555, 1.1245555555555555]",5,M04623,"[2403, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.785666666666666,False
can10,5095,"[0, 0, 57, 10121, -10121]","[0, 0, 978, -10121, 10121]","[0, 0.0, 0.10866666666666668, 1.1245555555555555, 1.1245555555555555]",5,M05095,"[2359, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.717111111111111,False
can10,5553,"[2505, 10121, -10121]","[-2029, -10121, 10121]","[0.2783333333333333, 1.1245555555555555, 1.1245555555555555]",3,M05553,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.5274444444444444,False
can10,5097,"[-1215, 10121, -10121]","[4928, -10121, 10121]","[0.5475555555555556, 1.1245555555555555, 1.1245555555555555]",3,M05097,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.796666666666667,False
can10,2311,"[0, 0, -1004, 10121, -10121]","[0, 0, -1046, -10121, 10121]","[0, 0.0, 0.11622222222222223, 1.1245555555555555, 1.1245555555555555]",5,M02311,"[2636, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.001666666666666,False
can10,5956,"[642, 10121, -10121]","[4476, -10121, 10121]","[0.49733333333333335, 1.1245555555555555, 1.1245555555555555]",3,M05956,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.7464444444444442,False
can11,3124,"[2458, 10121, -10121]","[3188, -10121, 10121]","[0.3542222222222222, 1.1245555555555555, 1.1245555555555555]",3,M03124,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.6033333333333335,False
can11,2053,"[2389, 10121, -10121]","[-3292, -10121, 10121]","[0.3657777777777778, 1.1245555555555555, 1.1245555555555555]",3,M02053,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.614888888888889,False
can10,5099,"[1537, 10121, -10121]","[-1280, -10121, 10121]","[0.1707777777777778, 1.1245555555555555, 1.1245555555555555]",3,M05099,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.419888888888889,False
can10,5960,"[0, 0, -824, 10121, -10121]","[0, 0, -1269, -10121, 10121]","[0, 0.0, 0.14100000000000001, 1.1245555555555555, 1.1245555555555555]",5,M05960,"[2603, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.993444444444444,False
can11,2973,"[-3188, 10121, -10121]","[1125, -10121, 10121]","[0.3542222222222222, 1.1245555555555555, 1.1245555555555555]",3,M02973,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.6033333333333335,False
can11,2390,"[0, 0, -1982, 10121, -10121]","[0, 0, 1136, -10121, 10121]","[0, 0.0, 0.22022222222222224, 1.1245555555555555, 1.1245555555555555]",5,M02390,"[2527, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.996777777777778,False
