busid,canid,motor_steps_P,motor_steps_T,move_time,nrows,posid,postpause,required,speed_mode_P,speed_mode_T,total_time,failed_to_send
can23,2595,"[1658, 10121, -10121]","[-3026, -10121, 10121]","[0.33622222222222226, 1.1245555555555555, 1.1245555555555555]",3,M02595,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.5853333333333333,False
can23,2644,"[-3711, 10121, -10121]","[1250, -10121, 10121]","[0.4123333333333334, 1.1245555555555555, 1.1245555555555555]",3,M02644,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.6614444444444443,False
can23,3299,"[658, 10121, -10121]","[-1314, -10121, 10121]","[0.14600000000000002, 1.1245555555555555, 1.1245555555555555]",3,M03299,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.3951111111111114,False
can23,3264,"[4305, 10121, -10121]","[-2940, -10121, 10121]","[0.47833333333333333, 1.1245555555555555, 1.1245555555555555]",3,M03264,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.727444444444444,False
can12,2614,"[0, 0, 1106, 10121, -10121]","[0, 0, -2292, -10121, 10121]","[0, 0.0, 0.2546666666666667, 1.1245555555555555, 1.1245555555555555]",5,M02614,"[2587, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.0905555555555555,False
can12,3899,"[0, 0, -2512, 10121, -10121]","[0, 0, 1054, -10121, 10121]","[0, 0.0, 0.27911111111111114, 1.1245555555555555, 1.1245555555555555]",5,M03899,"[2557, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.085,False
can12,4869,"[-610, 10121, -10121]","[-3210, -10121, 10121]","[0.3566666666666667, 1.1245555555555555, 1.1245555555555555]",3,M04869,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.605777777777778,False
can12,2876,"[448, 10121, -10121]","[-1762, -10121, 10121]","[0.1957777777777778, 1.1245555555555555, 1.1245555555555555]",3,M02876,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.444888888888889,False
can15,4748,"[4237, 10121, -10121]","[-305, -10121, 10121]","[0.47077777777777785, 1.1245555555555555, 1.1245555555555555]",3,M04748,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.719888888888889,False
can15,3263,"[0, 0, -1113, 10121, -10121]","[0, 0, 1549, -10121, 10121]","[0, 0.0, 0.1721111111111111, 1.1245555555555555, 1.1245555555555555]",5,M03263,"[2421, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.842555555555555,False
can23,4296,"[-4121, 10121, -10121]","[213, -10121, 10121]","[0.4578888888888889, 1.1245555555555555, 1.1245555555555555]",3,M04296,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.707,False
can23,3752,"[0, 0, 1946, 10121, -10121]","[0, 0, -2318, -10121, 10121]","[0, 0.0, 0.2575555555555556, 1.1245555555555555, 1.1245555555555555]",5,M03752,"[2584, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.090222222222223,False
can23,3282,"[0, 0, -2599, 10121, -10121]","[0, 0, 910, -10121, 10121]","[0, 0.0, 0.2887777777777778, 1.1245555555555555, 1.1245555555555555]",5,M03282,"[2553, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.0905555555555555,False
can23,3840,"[0, 0, -1858, 10121, -10121]","[0, 0, 1780, -10121, 10121]","[0, 0.0, 0.20644444444444446, 1.1245555555555555, 1.1245555555555555]",5,M03840,"[2457, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.913,False
can23,3413,"[0, 0, 972, 10121, -10121]","[0, 0, -541, -10121, 10121]","[0, 0.0, 0.108, 1.1245555555555555, 1.1245555555555555]",5,M03413,"[2358, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.7154444444444445,False
