busid,canid,motor_steps_P,motor_steps_T,move_time,nrows,posid,postpause,required,speed_mode_P,speed_mode_T,total_time,failed_to_send
can11,7483,"[0, 0, -4385, 0, 0, 0, -14100, 10121, -10121]","[0, 0, 0, 0, -6577, 0, 0, -10121, 10109]","[0, 0.0, 0.4872222222222222, 0.0, 0.4107222222222222, 0.0, 1.5666666666666667, 1.1245555555555555, 1.1245555555555555]",9,M07483,"[983, 0, 0, 212, 0, 1584, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",7.492055555555555,False
can11,1566,"[0, 0, 0, 0, 0, 5665, 10121, -10128]","[0, 0, 2182, 0, 0, 0, -10121, 10120]","[0.0, 0.0, 0.16655555555555554, 0.0, 0.0, 0.3600555555555555, 1.1245555555555555, 1.1253333333333335]",8,M01566,"[3400, 0, 0, 2639, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.815111111111111,False
can10,7836,"[0, 0, -2737, 0, 0, 0, 0, 5194, 10121, -10095]","[0, 0, 0, 0, 0, 2772, 0, 0, -10121, 10106]","[0, 0.0, 0.19738888888888892, 0.0, 0.0, 0.19933333333333336, 0.0, 0.3338888888888889, 1.1245555555555555, 1.1228888888888888]",10,M07836,"[1481, 0, 0, 1758, 0, 0, 41, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.257611111111112,False
can10,7948,"[0, 0, -2858, 0, 0, 0, 0, 0, 1116, 10121, -10099]","[0, 0, 0, 0, 0, -7861, 0, 0, 0, -10121, 10118]","[0, 0.0, 0.20411111111111113, 0.0, 0.0, 0.4820555555555555, 0.0, 0.0, 0.10733333333333334, 1.1245555555555555, 1.1242222222222222]",11,M07948,"[418, 0, 0, 2054, 0, 0, 2875, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.388777777777777,False
can11,7919,"[0, 0, 0, 0, 2641, 10121, -10107]","[0, 19534, 0, 0, 0, -10121, 10117]","[0.0, 1.1305555555555555, 0.0, 0.0, 0.19205555555555553, 1.1245555555555555, 1.124111111111111]",7,M07919,"[1682, 0, 3518, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.770888888888889,False
can11,7929,"[0, 0, -4786, 0, 0, 0, 0, 11670, 10121, -10120]","[0, 0, 0, 0, 0, -10752, 0, 0, -10121, 10115]","[0, 0.0, 0.3112222222222222, 0.0, 0.0, 0.6426666666666667, 0.0, 1.2966666666666666, 1.1245555555555555, 1.1244444444444444]",10,M07929,"[943, 0, 0, 1732, 0, 0, 47, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",7.2219444444444445,False
can11,1670,"[0, 0, -1828, 0, 0, 0, 0, 3681, 10121, -10100]","[0, 0, 0, 0, 9103, 0, 0, 0, -10121, 10126]","[0, 0.0, 0.1468888888888889, 0.0, 0.5510555555555555, 0.0, 0.0, 0.2498333333333333, 1.1245555555555555, 1.1251111111111112]",10,M01670,"[603, 0, 0, 932, 0, 4038, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.770222222222223,False
can11,1940,"[-7929, 0, 0, 0, 0, -14982, 10121, -10129]","[0, 0, 0, 13976, 0, 0, -10121, 10113]","[0.4858333333333333, 0.0, 0.0, 0.8217777777777777, 0.0, 1.6646666666666667, 1.1245555555555555, 1.1254444444444445]",8,M01940,"[0, 2327, 0, 0, 42, 0, 0, 0]",True,"['cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",7.590944444444445,False
can11,1492,"[0, 0, 0, 0, 5659, 10121, -10105]","[0, 0, -7830, 0, 0, -10121, 10132]","[0.0, 0.0, 0.48033333333333333, 0.0, 0.3597222222222222, 1.1245555555555555, 1.1257777777777778]",7,M01492,"[2163, 0, 0, 1033, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.286333333333333,False
can11,7697,"[0, 0, -3934, 0, 0, 0, 4615, 10121, -10144]","[0, 0, 0, 0, 25915, 0, 0, -10121, 10135]","[0, 0.0, 0.2638888888888889, 0.0, 1.4850555555555556, 0.0, 0.3017222222222222, 1.1245555555555555, 1.1271111111111112]",9,M07697,"[1411, 0, 0, 7, 0, 509, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.229666666666668,False
can11,7922,"[0, 0, 0, 0, 5468, 10121, -10127]","[0, 0, -10984, 0, 0, -10121, 10128]","[0.0, 0.0, 0.6555555555555556, 0.0, 0.34911111111111104, 1.1245555555555555, 1.1253333333333335]",7,M07922,"[2969, 0, 0, 52, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.275277777777779,False
can11,7928,"[0, 0, -1851, 0, 0, 0, 0, 0, 4391, 10121, -10109]","[0, 0, 0, 0, 0, -1509, 0, 0, 0, -10121, 10137]","[0, 0.0, 0.14816666666666664, 0.0, 0.0, 0.12916666666666668, 0.0, 0.0, 0.28927777777777774, 1.1245555555555555, 1.1263333333333334]",11,M07928,"[455, 0, 0, 2376, 0, 0, 3124, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.772222222222222,False
can11,7340,"[0, 0, -2137, 0, 0, 0, 0, 0, 4083, 10121, -10102]","[0, 0, 0, 0, 0, 3702, 0, 0, 0, -10121, 10115]","[0, 0.0, 0.16405555555555554, 0.0, 0.0, 0.25099999999999995, 0.0, 0.0, 0.27216666666666667, 1.1245555555555555, 1.123888888888889]",11,M07340,"[1514, 0, 0, 258, 0, 0, 4063, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.77,False
can11,7484,"[0, 0, 0, 0, 0]","[0, 0, -6485, -10121, 10125]","[0.0, 0.0, 0.4056111111111111, 1.1245555555555555, 1.125]",5,M07484,"[3228, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep']",5.883166666666667,False
can11,1987,"[0, 0, 0, 0, 0, 885, 10121, -10123]","[0, 0, -4263, 0, 0, 0, -10121, 10136]","[0.0, 0.0, 0.2821666666666667, 0.0, 0.0, 0.0945, 1.1245555555555555, 1.1262222222222222]",8,M01987,"[2710, 0, 0, 3030, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.367,False
can11,7831,"[0, 0, 0, 0, 0, 999, 10121, -10122]","[0, 0, 1734, 0, 0, 0, -10121, 10112]","[0.0, 0.0, 0.14166666666666666, 0.0, 0.0, 0.10083333333333333, 1.1245555555555555, 1.1246666666666667]",8,M07831,"[2162, 0, 0, 3724, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.378166666666667,False
can11,1628,"[0, 0, -4569, 0, 0, 0, 6852, 10121, -10139]","[0, 0, 0, 0, 26069, 0, 0, -10121, 10134]","[0, 0.0, 0.2991666666666667, 0.0, 1.493611111111111, 0.0, 0.426, 1.1245555555555555, 1.1265555555555558]",9,M01628,"[1379, 0, 0, 4, 0, 501, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.353388888888889,False
can11,7860,"[-4663, 0, 0, 0, 0, 0, 2872, 10121, -10128]","[0, 0, 0, -7113, 0, 0, 0, -10121, 10136]","[0.3043888888888889, 0.0, 0.0, 0.44049999999999995, 0.0, 0.0, 0.20488888888888893, 1.1245555555555555, 1.1262222222222222]",9,M07860,"[0, 2884, 0, 0, 2688, 0, 0, 0, 0]",True,"['cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.772055555555555,False
can11,7932,"[0, 0, 0, 0, 0, -1982, 10121, -10129]","[0, 0, 2451, 0, 0, 0, -10121, 10112]","[0.0, 0.0, 0.18149999999999997, 0.0, 0.0, 0.15544444444444444, 1.1245555555555555, 1.1254444444444445]",8,M07932,"[2682, 0, 0, 3239, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.508277777777778,False
can11,7481,"[0, 0, 0, 0, -1603, 10121, -10135]","[0, 0, -7484, 0, 0, -10121, 10130]","[0.0, 0.0, 0.461111111111111, 0.0, 0.1343888888888889, 1.1245555555555555, 1.126111111111111]",7,M07481,"[3167, 0, 0, 48, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.061333333333333,False
can11,1683,"[0, 0, -4957, 0, 0, 0, 0, 0, -946, 10121, -10096]","[0, 0, 0, 0, 0, 10184, 0, 0, 0, -10121, 10131]","[0, 0.0, 0.3207222222222222, 0.0, 0.0, 0.6111111111111112, 0.0, 0.0, 0.0978888888888889, 1.1245555555555555, 1.1256666666666666]",11,M01683,"[1326, 0, 0, 1370, 0, 0, 2397, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.373333333333335,False
can11,7868,"[0, 0, -4061, 0, 0, 0, 0, -11454, 10121, -10111]","[0, 0, 0, 0, 0, -3022, 0, 0, -10121, 10121]","[0, 0.0, 0.27094444444444443, 0.0, 0.0, 0.21322222222222226, 0.0, 1.2726666666666668, 1.1245555555555555, 1.1245555555555555]",10,M07868,"[1410, 0, 0, 1445, 0, 0, 337, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",7.198055555555555,False
can11,7835,"[-5252, 0, 0, 0, 0, 14350, 10121, -10115]","[0, 0, 0, -5071, 0, 0, -10121, 10122]","[0.3371111111111111, 0.0, 0.0, 0.32705555555555554, 0.0, 1.5944444444444446, 1.1245555555555555, 1.1246666666666667]",8,M07835,"[0, 2972, 0, 0, 40, 0, 0, 0]",True,"['cruise', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",7.519944444444445,False
can11,1969,"[0, 0, -618, 0, 0, 0, 6633, 10121, -10130]","[0, 0, 0, 0, -20250, 0, 0, -10121, 10126]","[0, 0.0, 0.06866666666666667, 0.0, 1.1703333333333334, 0.0, 0.4138333333333333, 1.1245555555555555, 1.1255555555555556]",9,M01969,"[1612, 0, 0, 1, 0, 824, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.340222222222222,False
can13,7671,"[0, 0, 0, 0, 8505, 10121, -10123]","[0, 0, -11925, 0, 0, -10121, 10128]","[0.0, 0.0, 0.7078333333333334, 0.0, 0.5178333333333334, 1.1245555555555555, 1.1253333333333335]",7,M07671,"[2425, 0, 0, 543, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep']",6.444000000000001,False
can11,7341,"[0, 0, -356, 0, 0, 0, 0, -627, 10121, -10115]","[0, 0, 0, 0, -21675, 0, 0, 0, -10121, 10130]","[0, 0.0, 0.06511111111111112, 0.0, 1.2495, 0.0, 0.0, 0.08016666666666666, 1.1245555555555555, 1.1255555555555556]",10,M07341,"[1577, 0, 0, 40, 0, 3512, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.773722222222222,False
can11,7931,"[0, 0, -1082, 0, 0, 0, 0, 4357, 10121, -10130]","[0, 0, 0, 0, 19392, 0, 0, 0, -10121, 10124]","[0, 0.0, 0.10544444444444444, 0.0, 1.1226666666666665, 0.0, 0.0, 0.28738888888888886, 1.1245555555555555, 1.1255555555555556]",10,M07931,"[330, 0, 0, 1247, 0, 3428, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.770222222222223,False
can11,1708,"[0, 0, -192, 0, 0, 0, 0, 1653, 10121, -10135]","[0, 0, 0, 0, 28412, 0, 0, 0, -10121, 10124]","[0, 0.0, 0.056, 0.0, 1.6237777777777778, 0.0, 0.0, 0.13716666666666666, 1.1245555555555555, 1.126111111111111]",10,M01708,"[182, 0, 0, 1444, 0, 2759, 0, 0, 0, 0]",True,"['creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'cruise', 'creep', 'creep', 'creep', 'creep', 'creep']",8.452333333333332,False
