busid,canid,motor_steps_P,motor_steps_T,move_time,nrows,posid,postpause,required,speed_mode_P,speed_mode_T,total_time,failed_to_send
can10,5794,"[0, 0, 1777, 10121, -10121]","[0, 0, 2609, -10121, 10121]","[0, 0.0, 0.2898888888888889, 1.1245555555555555, 1.1245555555555555]",5,M05794,"[2753, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.291888888888889,False
can10,5800,"[0, 0, -966, 10121, -10121]","[0, 0, -392, -10121, 10121]","[0, 0.0, 0.10733333333333334, 1.1245555555555555, 1.1245555555555555]",5,M05800,"[2360, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.716888888888889,False
can10,6773,"[2206, 10121, -10121]","[-1908, -10121, 10121]","[0.24511111111111114, 1.1245555555555555, 1.1245555555555555]",3,M06773,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.494222222222222,False
can10,5801,"[-1425, 10121, -10121]","[-318, -10121, 10121]","[0.15833333333333333, 1.1245555555555555, 1.1245555555555555]",3,M05801,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.4074444444444447,False
can10,6804,"[-1245, 10121, -10121]","[821, -10121, 10121]","[0.13833333333333334, 1.1245555555555555, 1.1245555555555555]",3,M06804,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.3874444444444443,False
can10,5808,"[1077, 10121, -10121]","[-1073, -10121, 10121]","[0.11966666666666667, 1.1245555555555555, 1.1245555555555555]",3,M05808,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.368777777777778,False
can10,6904,"[0, 0, -3176, 10121, -10121]","[0, 0, 2697, -10121, 10121]","[0, 0.0, 0.3528888888888889, 1.1245555555555555, 1.1245555555555555]",5,M06904,"[2690, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.291666666666667,False
can10,5824,"[0, 0, -694, 10121, -10121]","[0, 0, -1381, -10121, 10121]","[0, 0.0, 0.15344444444444444, 1.1245555555555555, 1.1245555555555555]",5,M05824,"[2403, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.8052222222222225,False
can10,5806,"[-1181, 10121, -10121]","[1382, -10121, 10121]","[0.15355555555555558, 1.1245555555555555, 1.1245555555555555]",3,M05806,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.4026666666666667,False
can10,6894,"[2930, 10121, -10121]","[-1612, -10121, 10121]","[0.32555555555555554, 1.1245555555555555, 1.1245555555555555]",3,M06894,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.5746666666666664,False
can10,5825,"[0, 0, -296, 10121, -10121]","[0, 0, 2529, -10121, 10121]","[0, 0.0, 0.281, 1.1245555555555555, 1.1245555555555555]",5,M05825,"[2531, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.061333333333334,False
can10,5807,"[1661, 10121, -10121]","[-3691, -10121, 10121]","[0.41011111111111115, 1.1245555555555555, 1.1245555555555555]",3,M05807,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.659222222222222,False
can10,6813,"[-1410, 10121, -10121]","[4287, -10121, 10121]","[0.4763333333333334, 1.1245555555555555, 1.1245555555555555]",3,M06813,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.7254444444444443,False
