busid,canid,motor_steps_P,motor_steps_T,move_time,nrows,posid,postpause,required,speed_mode_P,speed_mode_T,total_time,failed_to_send
can10,3139,"[0, 0, -1123, 10121, -10121]","[0, 0, -41, -10121, 10121]","[0, 0.0, 0.12477777777777779, 1.1245555555555555, 1.1245555555555555]",5,M03139,"[2690, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.063666666666666,False
can10,3621,"[0, 0, 1573, 10121, -10121]","[0, 0, -136, -10121, 10121]","[0, 0.0, 0.17477777777777778, 1.1245555555555555, 1.1245555555555555]",5,M03621,"[2638, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.061555555555556,False
can10,3500,"[-337, 10121, -10121]","[-153, -10121, 10121]","[0.03744444444444445, 1.1245555555555555, 1.1245555555555555]",3,M03500,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.2865555555555552,False
can10,3430,"[0, 0, -373, 10121, -10121]","[0, 0, -59, -10121, 10121]","[0, 0.0, 0.04144444444444445, 1.1245555555555555, 1.1245555555555555]",5,M03430,"[2294, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.584666666666667,False
can10,2702,"[1614, 10121, -10121]","[3563, -10121, 10121]","[0.3958888888888889, 1.1245555555555555, 1.1245555555555555]",3,M02702,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.645,False
can10,2813,"[0, 0, 1820, 10121, -10121]","[0, 0, 602, -10121, 10121]","[0, 0.0, 0.20222222222222222, 1.1245555555555555, 1.1245555555555555]",5,M02813,"[2452, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",4.903444444444444,False
can10,3426,"[368, 10121, -10121]","[2859, -10121, 10121]","[0.3176666666666667, 1.1245555555555555, 1.1245555555555555]",3,M03426,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.566777777777778,False
can10,3914,"[0, 0, 2486, 10121, -10121]","[0, 0, -513, -10121, 10121]","[0, 0.0, 0.27622222222222226, 1.1245555555555555, 1.1245555555555555]",5,M03914,"[2526, 0, 0, 0, 0]",True,"['creep', 'creep', 'creep', 'creep', 'creep']","['creep', 'creep', 'creep', 'creep', 'creep']",5.051111111111111,False
can10,2915,"[6155, 10121, -10121]","[-3216, -10121, 10121]","[0.6838888888888889, 1.1245555555555555, 1.1245555555555555]",3,M02915,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.933,False
can10,3533,"[-3435, 10121, -10121]","[31, -10121, 10121]","[0.38166666666666665, 1.1245555555555555, 1.1245555555555555]",3,M03533,"[0, 0, 0]",True,"['creep', 'creep', 'creep']","['creep', 'creep', 'creep']",2.6307777777777774,False
