pos_id,petal_id,device_loc,pos_calib_index,time_recorded,bus_id,length_r1,length_r2,offset_x,offset_y,offset_t,offset_p,physical_range_t,physical_range_p,gear_calib_t,gear_calib_p,total_limit_seeks_t,total_limit_seeks_p,last_primary_hardstop_dir_t,last_primary_hardstop_dir_p,keepout_expansion_phi_radial,keepout_expansion_phi_angular,keepout_expansion_theta_radial,keepout_expansion_theta_angular,classified_as_retracted,site,calib_note,fiber_intact,device_classified_nonfunctional,zeno_motor_p,sz_cw_p,sz_ccw_p,zeno_motor_t,sz_cw_t,sz_ccw_t
M04067,5,346,63,2023-05-03 17:30:09.403727+00:00,can41,2.8438,3.0335,288.7852,131.5997,148.758406736393,11.9151958926197,392.35020120519,188.684439839275,1.0,1.0,111.0,110.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04430,5,269,65,2023-05-03 17:30:09.403727+00:00,can41,3.0281,3.0666,257.3795,113.603,4.30538895669945,1.28388310360395,391.300279176991,194.108086394895,1.0,1.0,113.0,114.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04484,5,326,57,2023-05-03 17:30:09.403727+00:00,can41,2.9782,3.0482,278.3096,131.6063,-117.140235916405,1.04395040397031,391.860865159386,189.216024929525,1.0,1.0,130.0,132.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04486,5,287,59,2023-05-03 17:30:09.403727+00:00,can41,2.9087,3.0974,267.7991,113.6032,102.412719566105,3.67139025626918,390.478481262171,189.034153050571,1.0,1.0,130.0,132.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04650,5,308,57,2023-05-03 17:30:09.403727+00:00,can41,3.0245,3.0623,262.6526,140.6802,-2.64795989042534,2.17469567094076,389.468550966852,190.86218697725,1.0,1.0,113.0,114.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04711,5,288,75,2023-05-03 17:30:09.403727+00:00,can41,3.85284466129769,2.93856062111792,262.6227506,122.6347942,93.5006710185845,0.383437967853496,389.810683521853,192.148519150169,1.0,1.0,85.0,88.0,-1.0,1.0,0.200000002980232,5.0,0.05,10.0,False,kpno,Fix formatting of BUS_ID,True,True,,,,,,
M05069,5,307,57,2023-05-03 17:30:09.403727+00:00,can41,3.0234,3.0827,267.8717,131.6171,-35.1143751870085,0.679204896986056,390.858812141223,197.079832762129,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05083,5,306,59,2023-05-03 17:30:09.403727+00:00,can41,3.0115,3.0569,273.0662,122.5804,-173.804897254093,0.751590449141504,392.228474515275,214.050341098693,1.0,1.0,136.0,140.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05266,5,325,57,2023-05-03 17:30:09.403727+00:00,can41,2.9837,3.0772,283.5382,122.541,-155.652944775674,-0.152705257140052,393.926488378032,189.351205290372,1.0,1.0,117.0,118.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05278,5,268,59,2023-05-03 17:30:09.403727+00:00,can41,2.9705,3.0385,262.5909,104.5833,103.490960559635,1.18485127864054,391.952537997687,187.735527935939,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05288,5,289,57,2023-05-03 17:30:09.403727+00:00,can41,3.0147,3.0718,257.4052,131.6458,26.3127616038323,-1.76030143466186,393.244017529447,187.964941012219,1.0,1.0,117.0,118.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M03286,5,213,59,2023-05-03 17:30:09.403727+00:00,can40,2.9429,3.039,257.3749,59.437,-44.5214029816038,-0.723972910711629,390.693617172824,191.210049353471,1.0,1.0,189.0,192.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M03293,5,303,72,2023-05-03 17:30:09.403727+00:00,can40,2.9218,3.0696,288.6476,95.4601,-93.8560619346285,5.76895838763414,392.649165588525,190.81939207341,1.0,1.0,89.0,88.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,True,,,,,,
M04042,5,249,57,2023-05-03 17:30:09.403727+00:00,can40,2.9838,3.0786,262.5649,86.4883,69.0704790992124,0.571168727656269,391.39448429097,189.93394461842,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04314,5,281,95,2023-05-03 17:30:09.403727+00:00,can40,2.9424,3.0991,299.1244,59.4186,-115.689960981666,1.1759845821421,390.479483918827,189.989758973247,1.0,1.0,117.0,117.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04487,5,285,59,2023-05-03 17:30:09.403727+00:00,can40,2.9737,3.1761,278.2052,95.4529,17.6651354402906,3.52616437942283,392.274817050107,195.877540069291,1.0,1.0,130.0,132.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04537,5,266,57,2023-05-03 17:30:09.403727+00:00,can40,3.0373,3.085,272.994,86.4665,-152.69171610918,2.13825843119084,392.488569758173,195.617466967696,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04709,5,212,57,2023-05-03 17:30:09.403727+00:00,can40,2.9602,3.0055,262.5883,50.3504,13.7705820635417,0.0550360468919997,390.731073798246,192.447924966539,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04786,5,229,57,2023-05-03 17:30:09.403727+00:00,can40,2.7935,3.0099,267.771,59.3667,107.362132116005,-4.22437494916723,392.95431459985,187.885284773982,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05009,5,247,57,2023-05-03 17:30:09.403727+00:00,can40,3.0033,3.0329,273.0041,68.4143,-82.1198588166141,1.3132281872418,391.229955113799,189.079613607175,1.0,1.0,107.0,106.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05265,5,267,59,2023-05-03 17:30:09.403727+00:00,can40,2.9219,3.1062,267.7741,95.4795,136.030299904095,0.51411659593651,393.532820146013,188.344981463041,1.0,1.0,117.0,118.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05431,5,250,57,2023-05-03 17:30:09.403727+00:00,can40,3.0018,3.0707,257.3341,95.5604,-88.6521432726759,0.481452413465908,392.04290318535,190.76614516924,1.0,1.0,112.0,113.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05444,5,230,57,2023-05-03 17:30:09.403727+00:00,can40,2.963,2.9985,262.5555,68.4224,179.116290821103,3.26718684234947,389.445617740772,195.611228986548,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05531,5,248,57,2023-05-03 17:30:09.403727+00:00,can40,3.0266,3.0144,267.7646,77.4456,58.1502434743772,-0.462776721473753,393.677579813262,192.452304734238,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05538,5,231,59,2023-05-03 17:30:09.403727+00:00,can40,2.9509,3.0797,257.3447,77.4778,-37.5628085203354,2.19056073040209,393.116705395959,209.864135421584,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M03487,5,408,57,2023-05-03 17:30:09.403727+00:00,can45,2.9456,3.0416,320.2596,131.581,-56.4695013366519,4.24389140930507,393.614457422864,191.473200764944,1.0,1.0,109.0,108.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04224,5,451,57,2023-05-03 17:30:09.403727+00:00,can45,2.9804,2.9977,346.6445,122.5156,-152.019197634894,1.71538107883891,390.314559709953,191.562004499507,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04241,5,508,57,2023-05-03 17:30:09.403727+00:00,can45,2.9999,3.1124,362.746,149.776,-126.706735286576,2.1447100520959,390.431173717738,189.296465548119,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04279,5,431,57,2023-05-03 17:30:09.403727+00:00,can45,3.0022,3.0652,325.5729,140.5856,132.564716483953,3.45513258777412,389.532821852206,188.988459347364,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04287,5,428,57,2023-05-03 17:30:09.403727+00:00,can45,3.0369,3.0447,341.2715,113.5103,-169.774612799724,1.6312519906532,389.657144429592,191.944819016114,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04371,5,430,57,2023-05-03 17:30:09.403727+00:00,can45,2.9998,3.0185,330.7775,131.5639,-15.464115409436,0.998734177361716,392.259748926556,189.572683230963,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04512,5,473,63,2023-05-03 17:30:09.403727+00:00,can45,2.9539,3.1164,346.7008,140.608,158.576352123075,10.3218917377997,391.961690354307,191.587591773469,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04806,5,452,63,2023-05-03 17:30:09.403727+00:00,can45,2.9323,3.0992,341.3869,131.5726,45.1912326702551,2.49851660558828,391.865875350322,189.527350991028,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04838,5,406,57,2023-05-03 17:30:09.403727+00:00,can45,2.9541,3.0568,330.7292,113.5316,178.684162270289,1.96422545661516,392.370040453909,189.543884275039,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04867,5,450,57,2023-05-03 17:30:09.403727+00:00,can45,2.9613,3.0142,351.8964,113.4917,120.598540644573,-2.26427416166445,391.29130912408,190.336776294859,1.0,1.0,120.0,122.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04891,5,429,63,2023-05-03 17:30:09.403727+00:00,can45,2.9141,3.0486,336.0322,122.4724,-117.551899088242,2.77018836246417,391.959447911697,193.030222902487,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04940,5,386,59,2023-05-03 17:30:09.403727+00:00,can45,3.0484,3.0818,314.9518,122.5397,-0.788244235784646,0.219183859953769,391.762269618821,188.648077512026,1.0,1.0,106.0,106.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04943,5,385,59,2023-05-03 17:30:09.403727+00:00,can45,3.0235,3.0757,320.1991,113.4632,-169.903006038696,0.413267183988071,392.287409641431,189.074674846705,1.0,1.0,106.0,106.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04954,5,453,57,2023-05-03 17:30:09.403727+00:00,can45,2.9906,3.0472,336.1267,140.5932,171.914286294847,-0.787707890280986,391.658171593329,189.624689478307,1.0,1.0,107.0,107.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04957,5,409,57,2023-05-03 17:30:09.403727+00:00,can45,3.0202,3.114,315.0691,140.63,61.1583172128668,-0.570004620185032,392.01736147,191.973539211337,1.0,1.0,106.0,106.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05238,5,407,59,2023-05-03 17:30:09.403727+00:00,can45,3.023,2.9505,325.4868,122.5702,58.2053706908262,-0.168783289162893,392.823242508072,188.451147885581,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05239,5,471,57,2023-05-03 17:30:09.403727+00:00,can45,3.019,3.0727,357.2209,122.5612,86.6562591978704,0.0257600411084287,392.351889317829,189.508416630601,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05437,5,387,57,2023-05-03 17:30:09.403727+00:00,can45,3.0283,3.0254,309.7438,131.555,32.2984760280774,2.07737518605312,391.047262976803,191.177947113357,1.0,1.0,112.0,113.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04041,5,192,54,2023-05-03 17:30:09.403727+00:00,can39,2.9176,3.0659,278.2702,5.1889,43.9847528681972,-8.83815292065511,389.787139571173,187.092364292863,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04119,5,245,57,2023-05-03 17:30:09.403727+00:00,can39,3.0108,3.0611,283.4907,50.346,-87.3758961312584,-1.83755287654423,393.560226572832,189.175280803605,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04335,5,177,54,2023-05-03 17:30:09.403727+00:00,can39,3.0184,3.1118,267.8419,5.1777,-156.313816566007,-2.47635104038685,391.200199865786,191.413426520116,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04349,5,179,57,2023-05-03 17:30:09.403727+00:00,can39,2.9651,3.0826,257.4061,23.2278,-99.1985754533279,1.58802645561166,391.600273402075,191.942654651448,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04350,5,210,97,2023-05-03 17:30:09.403727+00:00,can39,2.9374,3.0928,273.0608,32.2867,-103.85565347539,-1.62587200503403,393.603862775456,192.484244237012,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,True,,,,,,
M04351,5,193,61,2023-05-03 17:30:09.403727+00:00,can39,3.1418,3.1129,273.047,14.2221,-38.8277913237956,-6.01232674848546,391.723577651703,186.927534990085,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04405,5,164,57,2023-05-03 17:30:09.403727+00:00,can39,2.9955,3.1183,252.197,14.2301,2.75226555469444,-1.33806713622933,391.296964244242,189.389124155851,1.0,1.0,113.0,114.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04424,5,243,57,2023-05-03 17:30:09.403727+00:00,can39,2.9753,3.0941,293.8856,32.2673,-155.95853146916,1.16450822122804,391.880254771455,190.177468541475,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04474,5,244,59,2023-05-03 17:30:09.403727+00:00,can39,3.1389,3.0988,288.6747,41.293,-115.664413369316,0.0101268883128906,391.380785153512,194.794327594292,1.0,1.0,130.0,132.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04479,5,163,54,2023-05-03 17:30:09.403727+00:00,can39,2.9798,3.0675,257.4315,5.1945,-140.223590152692,2.13673585413342,389.228396797259,193.000399854634,1.0,1.0,131.0,133.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04522,5,226,61,2023-05-03 17:30:09.403727+00:00,can39,2.9322,3.0774,283.4886,32.2852,-41.3926901366394,2.70561689535259,391.911649691318,192.841439895454,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04525,5,195,57,2023-05-03 17:30:09.403727+00:00,can39,3.0913,3.0769,262.6151,32.2739,-8.93778509325614,0.0058252691583398,391.164159911244,189.759095580078,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04589,5,262,57,2023-05-03 17:30:09.403727+00:00,can39,2.9975,2.9952,293.9187,50.3786,-107.882962816953,-0.214895674164345,393.63906132009,188.633008704764,1.0,1.0,111.0,112.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04708,5,196,57,2023-05-03 17:30:09.403727+00:00,can39,3.0127,3.0798,257.4216,41.3317,-65.1300048886554,0.103922080570649,391.768572680698,191.322415754113,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04933,5,194,59,2023-05-03 17:30:09.403727+00:00,can39,2.9876,3.0215,267.8332,23.2219,137.697052855111,0.157647784140569,393.04641672618,190.961370712421,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04958,5,261,57,2023-05-03 17:30:09.403727+00:00,can39,3.0194,3.079,299.1411,41.3373,-29.5973619653896,-1.35601662314669,392.319734384859,189.022344694973,1.0,1.0,106.0,106.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M04971,5,227,59,2023-05-03 17:30:09.403727+00:00,can39,3.0279,3.0319,278.2602,41.2925,-75.0919440579139,-0.575721882138373,393.825963748002,189.854355361764,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05245,5,211,57,2023-05-03 17:30:09.403727+00:00,can39,3.0191,3.0319,267.8216,41.3271,106.232899626455,-3.00555014080174,390.214885810768,187.511830123161,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M05520,5,209,59,2023-05-03 17:30:09.403727+00:00,can39,3.0232,3.0475,278.2977,23.2251,-145.591092424364,2.46405021416659,391.946398650814,192.107181682188,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Fix formatting of BUS_ID,True,False,,,,,,
M01593,5,311,61,2023-05-27 02:54:05.871080+00:00,can38,3.0729,2.9943,247.0546,167.8405,-174.939902861323,-0.30259316188071,394.290727017493,191.432527339522,1.0,1.0,223.0,235.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
M03351,5,310,61,2023-05-29 02:39:58.879093+00:00,can38,2.8935,3.0301,252.2899,158.8269,-0.807406752176519,-7.90715956127826,394.066120950213,189.651819766638,1.0,1.0,109.0,109.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,,True,False,,,,,,
M03141,5,292,66,2023-05-29 02:40:07.177454+00:00,can38,3.0343,2.9931,241.7974,158.8159,-20.012872399285,1.44817345578504,391.408422661848,192.49525650956,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,DK retire new linear theta,True,True,,,,,,
M03858,5,322,58,2023-08-05 05:45:18.847591+00:00,can40,2.9296,3.0241,299.1579,95.4476,-87.0594492269174,4.22720903182808,394.670913222407,191.822816638045,1.0,1.0,127.0,130.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,retire after shutdown,True,True,,,,,,
M04102,5,218,60,2023-10-01 02:38:58.389809+00:00,can38,2.9368,3.0896,231.3004,104.6328,-123.139345394458,1.77627563464644,390.872984195262,187.354549918521,1.0,1.0,111.0,110.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,disabling linear motors,True,True,,,,,,
M04864,5,402,59,2024-01-16 03:22:43.301559+00:00,can44,3.0121,3.0614,351.7306,77.4114,14.9133223103076,1.15656609160119,388.793129708118,191.393501756617,1.0,1.0,120.0,122.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
M05209,5,424,62,2024-04-05 02:17:25.008384+00:00,can48,3.0096,3.0616,362.2536,77.4126,-62.7597911684801,-1.49939494711047,390.801912054939,187.513600348541,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
M04406,5,447,59,2024-04-05 02:17:25.008384+00:00,can49,2.9587,3.0963,367.6263,86.4181,-160.038082271742,0.819609895811961,392.244951331153,188.822489125008,1.0,1.0,146.0,150.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
M04207,5,362,61,2024-07-22 20:27:49.445287+00:00,can44,2.9893,3.0498,320.1574,95.4451,86.9000764954123,1.26659303298514,392.611254831474,190.59801606344,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Disabling linear phis after expid 244804,True,True,True,1.0,1.0,,,
M03384,5,265,59,2024-07-22 20:27:49.445287+00:00,can40,3.0477,3.0509,278.202,77.3936,127.778823942237,0.0621443903026333,392.004575575989,189.231926062914,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Disabling linear phis after expid 244804,True,True,True,1.0,1.0,,,
M02248,5,393,90,2024-07-23 00:16:17.514150+00:00,can42,3.0229,3.0352,278.5973,185.853,-6.53572059045092,1.44253324061327,392.512757849234,189.764059784374,1.0,1.0,104.0,106.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Disabling linear phis after expid 244804,True,True,True,0.75,0.688,,,
M03922,5,389,103,2024-07-23 00:16:17.514150+00:00,can41,2.9735,3.1596,299.3382,149.6557,-7.48974976767455,-1.01628995410141,393.960517866875,193.939796308984,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Disabling linear phis after expid 244804,True,True,True,0.727,0.681,,,
M02822,5,416,63,2024-07-23 05:51:05.731012+00:00,can47,2.7005,3.087,404.6255,5.1914,162.733241379381,-2.13250194967783,391.762580467958,191.148434820396,1.0,1.0,107.0,107.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Enabling linear phis for engineering tests,True,True,True,0.737,0.701,,,
M03932,5,324,71,2024-07-23 05:51:05.731012+00:00,can41,3.0136,3.1219,288.7301,113.5129,24.104948373045,0.681145209068656,394.534214303948,192.333479467107,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Enabling linear phis for engineering tests,True,True,True,0.709,0.715,,,
M04333,5,472,69,2024-08-12 02:46:35.343999+00:00,can45,2.9781,3.0987,351.9505,131.5639,-65.3295725094608,0.754684512714995,392.060939512078,191.236690933058,1.0,1.0,105.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
M01916,5,373,75,2024-08-20 04:22:45.165666+00:00,can47,3.3771,3.1184,383.3031,5.1659,93.9979533336974,2.58138062100198,393.471267881404,188.371344798855,1.0,1.0,94.0,93.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Enabling linear phis for engineering tests,True,False,True,1.0,1.0,,,
M04262,5,345,110,2024-08-20 04:22:45.165666+00:00,can41,2.9906,3.0661,293.9942,122.536,163.003649159161,-4.51605462535713,390.423597052971,189.981528786367,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Enabling linear phis for engineering tests,True,False,True,0.741,0.713,,,
M05090,5,399,108,2024-08-20 04:22:45.165666+00:00,can48,2.9921,3.1413,367.4671,50.2994,134.919538920604,-4.7271466305082,390.405603734117,189.563383628995,1.0,1.0,136.0,140.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Enabling linear phis for engineering tests,True,False,True,0.751,0.751,,,
M04306,5,170,108,2024-08-20 04:22:45.165666+00:00,can37,2.9605,3.1041,220.8365,68.5183,-37.8214520017237,-1.37511694651374,391.422071838635,188.397536633776,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Enabling linear phis for engineering tests,True,False,True,0.662,0.73,,,
M02886,5,338,68,2024-08-23 04:46:06.807224+00:00,can44,2.8478,3.0193,330.5851,59.309,-101.901273437797,0.172544563943006,393.686769798141,189.117863527722,1.0,1.0,115.0,116.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,True,True,0.711,0.743,,,
M03301,5,253,59,2024-08-25 03:10:04.866795+00:00,can38,2.9672,3.1019,241.7274,122.6664,139.678092965749,-2.1837948235153,391.807000059283,188.883972304383,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
M04199,5,252,81,2024-08-27 21:02:57.422215+00:00,can38,2.8717,3.0677,246.9562,113.6485,-74.2717811377358,-0.138726180753281,393.033207014898,191.342441781137,1.0,1.0,88.0,88.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,Failed linear phi,True,True,True,0.746,0.692,,,
M02879,5,181,61,2024-09-03 02:48:47.188770+00:00,can36,2.9339,3.0864,247.0122,41.3421,72.9403713126204,0.407214717089147,390.232112444999,192.321405586228,1.0,1.0,116.0,117.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
M03370,5,183,59,2024-09-08 02:13:57.438501+00:00,can37,2.9636,3.0581,236.535,59.4381,-134.426775573514,2.82232066121349,394.370397555308,192.566701039907,1.0,1.0,104.0,104.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,restored keepouts from cache file: /data/focalplane/fp_temp_files/keepouts_cache_petal_id_5.ecsv,True,False,,,,,,
